Nr_Parameter;Bezeichnung_Parameter;Nr_Alternative;Bezeichnung_Alternative;Wert_Parameter
13;dauer_akt_in_tour_0bis2std;1;1;0
13;dauer_akt_in_tour_0bis2std;2;2;-9.807524773
13;dauer_akt_in_tour_0bis2std;3;3;-9.040164165
13;dauer_akt_in_tour_0bis2std;4;4;-7.377304394
13;dauer_akt_in_tour_0bis2std;5;5;-8.317743484
13;dauer_akt_in_tour_0bis2std;6;6;-1.839408355
13;dauer_akt_in_tour_0bis2std;7;7;13.820923299
13;dauer_akt_in_tour_0bis2std;8;8;1.726076425
13;dauer_akt_in_tour_0bis2std;9;9;13.831443683
13;dauer_akt_in_tour_0bis2std;10;10;14.187809372
13;dauer_akt_in_tour_0bis2std;11;11;14.194969782
14;dauer_akt_in_tour_2bis4std;1;1;0
14;dauer_akt_in_tour_2bis4std;2;2;-9.454815785
14;dauer_akt_in_tour_2bis4std;3;3;-8.119685085
14;dauer_akt_in_tour_2bis4std;4;4;-5.889760642
14;dauer_akt_in_tour_2bis4std;5;5;-7.012437745
14;dauer_akt_in_tour_2bis4std;6;6;-0.883790303
14;dauer_akt_in_tour_2bis4std;7;7;14.601890643
14;dauer_akt_in_tour_2bis4std;8;8;2.8934951675
14;dauer_akt_in_tour_2bis4std;9;9;14.672879494
14;dauer_akt_in_tour_2bis4std;10;10;14.200558751
14;dauer_akt_in_tour_2bis4std;11;11;14.035734511
15;dauer_akt_in_tour_4bis6std;1;1;0
15;dauer_akt_in_tour_4bis6std;2;2;-10.22760349
15;dauer_akt_in_tour_4bis6std;3;3;-7.810032269
15;dauer_akt_in_tour_4bis6std;4;4;-6.831766215
15;dauer_akt_in_tour_4bis6std;5;5;-8.468069809
15;dauer_akt_in_tour_4bis6std;6;6;-2.91586603
15;dauer_akt_in_tour_4bis6std;7;7;0
15;dauer_akt_in_tour_4bis6std;8;8;1.3507228509
15;dauer_akt_in_tour_4bis6std;9;9;11.932184015
15;dauer_akt_in_tour_4bis6std;10;10;12.143337212
15;dauer_akt_in_tour_4bis6std;11;11;10.529023755
16;0;1;1;0
16;0;2;2;0
16;0;3;3;0
16;0;4;4;0
16;0;5;5;0
16;0;6;6;0
16;0;7;7;0
16;0;8;8;0
16;0;9;9;0
16;0;10;10;0
16;0;11;11;0
17;0;1;1;0
17;0;2;2;0
17;0;3;3;0
17;0;4;4;0
17;0;5;5;0
17;0;6;6;0
17;0;7;7;0
17;0;8;8;0
17;0;9;9;0
17;0;10;10;0
17;0;11;11;0
18;0;1;1;0
18;0;2;2;0
18;0;3;3;0
18;0;4;4;0
18;0;5;5;0
18;0;6;6;0
18;0;7;7;0
18;0;8;8;0
18;0;9;9;0
18;0;10;10;0
18;0;11;11;0
19;0;1;1;0
19;0;2;2;0
19;0;3;3;0
19;0;4;4;0
19;0;5;5;0
19;0;6;6;0
19;0;7;7;0
19;0;8;8;0
19;0;9;9;0
19;0;10;10;0
19;0;11;11;0
20;0;1;1;0
20;0;2;2;0
20;0;3;3;0
20;0;4;4;0
20;0;5;5;0
20;0;6;6;0
20;0;7;7;0
20;0;8;8;0
20;0;9;9;0
20;0;10;10;0
20;0;11;11;0
21;0;1;1;0
21;0;2;2;0
21;0;3;3;0
21;0;4;4;0
21;0;5;5;0
21;0;6;6;0
21;0;7;7;0
21;0;8;8;0
21;0;9;9;0
21;0;10;10;0
21;0;11;11;0
22;0;1;1;0
22;0;2;2;0
22;0;3;3;0
22;0;4;4;0
22;0;5;5;0
22;0;6;6;0
22;0;7;7;0
22;0;8;8;0
22;0;9;9;0
22;0;10;10;0
22;0;11;11;0
23;tourhat1akt;1;1;0
23;tourhat1akt;2;2;0.5226336584
23;tourhat1akt;3;3;-0.365800598
23;tourhat1akt;4;4;-0.428352459
23;tourhat1akt;5;5;-0.459729289
23;tourhat1akt;6;6;-0.428213357
23;tourhat1akt;7;7;-0.327101121
23;tourhat1akt;8;8;-0.189549347
23;tourhat1akt;9;9;-0.303607292
23;tourhat1akt;10;10;-0.234631664
23;tourhat1akt;11;11;0.2153813434
24;0;1;1;0
24;0;2;2;0
24;0;3;3;0
24;0;4;4;0
24;0;5;5;0
24;0;6;6;0
24;0;7;7;0
24;0;8;8;0
24;0;9;9;0
24;0;10;10;0
24;0;11;11;0
25;0;1;1;0
25;0;2;2;0
25;0;3;3;0
25;0;4;4;0
25;0;5;5;0
25;0;6;6;0
25;0;7;7;0
25;0;8;8;0
25;0;9;9;0
25;0;10;10;0
25;0;11;11;0
26;taghat2touren;1;1;0
26;taghat2touren;2;2;-0.423992531
26;taghat2touren;3;3;-0.057786906
26;taghat2touren;4;4;0.5234974166
26;taghat2touren;5;5;1.1446121124
26;taghat2touren;6;6;1.740859875
26;taghat2touren;7;7;2.1999254611
26;taghat2touren;8;8;3.2986042574
26;taghat2touren;9;9;4.249794594
26;taghat2touren;10;10;5.3148898236
26;taghat2touren;11;11;7.0187168014
27;taghat3touren;1;1;0
27;taghat3touren;2;2;-0.374181735
27;taghat3touren;3;3;-0.097444814
27;taghat3touren;4;4;0.2558923614
27;taghat3touren;5;5;0.4983313988
27;taghat3touren;6;6;0.8843639765
27;taghat3touren;7;7;1.1286974178
27;taghat3touren;8;8;1.7333661964
27;taghat3touren;9;9;2.4128639692
27;taghat3touren;10;10;2.9617013056
27;taghat3touren;11;11;3.7147149565
28;tour1destages;1;1;0
28;tour1destages;2;2;1.7220778486
28;tour1destages;3;3;0.4060501642
28;tour1destages;4;4;-0.411895105
28;tour1destages;5;5;-2.430485115
28;tour1destages;6;6;-4.02784741
28;tour1destages;7;7;-5.672726317
28;tour1destages;8;8;-7.625498186
28;tour1destages;9;9;-8.978412501
28;tour1destages;10;10;-10.18190009
28;tour1destages;11;11;-12.3466553
29;tour2destages;1;1;0
29;tour2destages;2;2;2.6709499965
29;tour2destages;3;3;2.522990528
29;tour2destages;4;4;2.6452063892
29;tour2destages;5;5;1.7536064977
29;tour2destages;6;6;0.9689173889
29;tour2destages;7;7;0.3298722875
29;tour2destages;8;8;-0.533301917
29;tour2destages;9;9;-1.343321104
29;tour2destages;10;10;-2.049260469
29;tour2destages;11;11;-3.056296605
30;0;1;1;0
30;0;2;2;0
30;0;3;3;0
30;0;4;4;0
30;0;5;5;0
30;0;6;6;0
30;0;7;7;0
30;0;8;8;0
30;0;9;9;0
30;0;10;10;0
30;0;11;11;0
31;0;1;1;0
31;0;2;2;0
31;0;3;3;0
31;0;4;4;0
31;0;5;5;0
31;0;6;6;0
31;0;7;7;0
31;0;8;8;0
31;0;9;9;0
31;0;10;10;0
31;0;11;11;0
32;0;1;1;0
32;0;2;2;0
32;0;3;3;0
32;0;4;4;0
32;0;5;5;0
32;0;6;6;0
32;0;7;7;0
32;0;8;8;0
32;0;9;9;0
32;0;10;10;0
32;0;11;11;0
33;haupttour_work;1;1;0
33;haupttour_work;2;2;-0.224183157
33;haupttour_work;3;3;-0.937260376
33;haupttour_work;4;4;-1.48241596
33;haupttour_work;5;5;-1.643643146
33;haupttour_work;6;6;-1.743110025
33;haupttour_work;7;7;-1.969851331
33;haupttour_work;8;8;-1.962916767
33;haupttour_work;9;9;-1.928517456
33;haupttour_work;10;10;-2.129645806
33;haupttour_work;11;11;-1.754135067
34;0;1;1;0
34;0;2;2;0
34;0;3;3;0
34;0;4;4;0
34;0;5;5;0
34;0;6;6;0
34;0;7;7;0
34;0;8;8;0
34;0;9;9;0
34;0;10;10;0
34;0;11;11;0
35;haupttour_shopping;1;1;0
35;haupttour_shopping;2;2;0.1739259137
35;haupttour_shopping;3;3;0.0126188161
35;haupttour_shopping;4;4;-0.092216164
35;haupttour_shopping;5;5;-0.324728781
35;haupttour_shopping;6;6;-0.404015163
35;haupttour_shopping;7;7;-0.527241949
35;haupttour_shopping;8;8;-0.687653726
35;haupttour_shopping;9;9;-0.905499645
35;haupttour_shopping;10;10;-1.653767206
35;haupttour_shopping;11;11;-1.812810969
36;0;1;1;0
36;0;2;2;0
36;0;3;3;0
36;0;4;4;0
36;0;5;5;0
36;0;6;6;0
36;0;7;7;0
36;0;8;8;0
36;0;9;9;0
36;0;10;10;0
36;0;11;11;0
37;0;1;1;0
37;0;2;2;0
37;0;3;3;0
37;0;4;4;0
37;0;5;5;0
37;0;6;6;0
37;0;7;7;0
37;0;8;8;0
37;0;9;9;0
37;0;10;10;0
37;0;11;11;0
38;0;1;1;0
38;0;2;2;0
38;0;3;3;0
38;0;4;4;0
38;0;5;5;0
38;0;6;6;0
38;0;7;7;0
38;0;8;8;0
38;0;9;9;0
38;0;10;10;0
38;0;11;11;0
39;startzeitraum_ht_5;1;1;0
39;startzeitraum_ht_5;2;2;0
39;startzeitraum_ht_5;3;3;0
39;startzeitraum_ht_5;4;4;0
39;startzeitraum_ht_5;5;5;0
39;startzeitraum_ht_5;6;6;0
39;startzeitraum_ht_5;7;7;0
39;startzeitraum_ht_5;8;8;0
39;startzeitraum_ht_5;9;9;0
39;startzeitraum_ht_5;10;10;0
39;startzeitraum_ht_5;11;11;0
40;startzeitraum_ht_6;1;1;0
40;startzeitraum_ht_6;2;2;0
40;startzeitraum_ht_6;3;3;0
40;startzeitraum_ht_6;4;4;0
40;startzeitraum_ht_6;5;5;0
40;startzeitraum_ht_6;6;6;0
40;startzeitraum_ht_6;7;7;0
40;startzeitraum_ht_6;8;8;0
40;startzeitraum_ht_6;9;9;0
40;startzeitraum_ht_6;10;10;0
40;startzeitraum_ht_6;11;11;0
41;startzeitraum_ht_7;1;1;0
41;startzeitraum_ht_7;2;2;0
41;startzeitraum_ht_7;3;3;0
41;startzeitraum_ht_7;4;4;0
41;startzeitraum_ht_7;5;5;0
41;startzeitraum_ht_7;6;6;0
41;startzeitraum_ht_7;7;7;0
41;startzeitraum_ht_7;8;8;0
41;startzeitraum_ht_7;9;9;0
41;startzeitraum_ht_7;10;10;0
41;startzeitraum_ht_7;11;11;0
42;startzeitraum_ht_8;1;1;0
42;startzeitraum_ht_8;2;2;0
42;startzeitraum_ht_8;3;3;0
42;startzeitraum_ht_8;4;4;0
42;startzeitraum_ht_8;5;5;0
42;startzeitraum_ht_8;6;6;0
42;startzeitraum_ht_8;7;7;0
42;startzeitraum_ht_8;8;8;0
42;startzeitraum_ht_8;9;9;0
42;startzeitraum_ht_8;10;10;0
42;startzeitraum_ht_8;11;11;0
43;startzeitraum_ht_9;1;1;0
43;startzeitraum_ht_9;2;2;0
43;startzeitraum_ht_9;3;3;0
43;startzeitraum_ht_9;4;4;0
43;startzeitraum_ht_9;5;5;0
43;startzeitraum_ht_9;6;6;0
43;startzeitraum_ht_9;7;7;0
43;startzeitraum_ht_9;8;8;0
43;startzeitraum_ht_9;9;9;0
43;startzeitraum_ht_9;10;10;0
43;startzeitraum_ht_9;11;11;0
44;startzeitraum_ht_10;1;1;0
44;startzeitraum_ht_10;2;2;0
44;startzeitraum_ht_10;3;3;0
44;startzeitraum_ht_10;4;4;0
44;startzeitraum_ht_10;5;5;0
44;startzeitraum_ht_10;6;6;0
44;startzeitraum_ht_10;7;7;0
44;startzeitraum_ht_10;8;8;0
44;startzeitraum_ht_10;9;9;0
44;startzeitraum_ht_10;10;10;0
44;startzeitraum_ht_10;11;11;0
45;startzeitraum_ht_11;1;1;0
45;startzeitraum_ht_11;2;2;0
45;startzeitraum_ht_11;3;3;0
45;startzeitraum_ht_11;4;4;0
45;startzeitraum_ht_11;5;5;0
45;startzeitraum_ht_11;6;6;0
45;startzeitraum_ht_11;7;7;0
45;startzeitraum_ht_11;8;8;0
45;startzeitraum_ht_11;9;9;0
45;startzeitraum_ht_11;10;10;0
45;startzeitraum_ht_11;11;11;0
46;startzeitraum_ht_12;1;1;0
46;startzeitraum_ht_12;2;2;0
46;startzeitraum_ht_12;3;3;0
46;startzeitraum_ht_12;4;4;0
46;startzeitraum_ht_12;5;5;0
46;startzeitraum_ht_12;6;6;0
46;startzeitraum_ht_12;7;7;0
46;startzeitraum_ht_12;8;8;0
46;startzeitraum_ht_12;9;9;0
46;startzeitraum_ht_12;10;10;0
46;startzeitraum_ht_12;11;11;0
47;startzeitraum_ht_13;1;1;0
47;startzeitraum_ht_13;2;2;0
47;startzeitraum_ht_13;3;3;0
47;startzeitraum_ht_13;4;4;0
47;startzeitraum_ht_13;5;5;0
47;startzeitraum_ht_13;6;6;0
47;startzeitraum_ht_13;7;7;0
47;startzeitraum_ht_13;8;8;0
47;startzeitraum_ht_13;9;9;0
47;startzeitraum_ht_13;10;10;0
47;startzeitraum_ht_13;11;11;0
48;startzeitraum_ht_14;1;1;0
48;startzeitraum_ht_14;2;2;0
48;startzeitraum_ht_14;3;3;0
48;startzeitraum_ht_14;4;4;0
48;startzeitraum_ht_14;5;5;0
48;startzeitraum_ht_14;6;6;0
48;startzeitraum_ht_14;7;7;0
48;startzeitraum_ht_14;8;8;0
48;startzeitraum_ht_14;9;9;0
48;startzeitraum_ht_14;10;10;0
48;startzeitraum_ht_14;11;11;0
49;startzeitraum_ht_15;1;1;0
49;startzeitraum_ht_15;2;2;0
49;startzeitraum_ht_15;3;3;0
49;startzeitraum_ht_15;4;4;0
49;startzeitraum_ht_15;5;5;0
49;startzeitraum_ht_15;6;6;0
49;startzeitraum_ht_15;7;7;0
49;startzeitraum_ht_15;8;8;0
49;startzeitraum_ht_15;9;9;0
49;startzeitraum_ht_15;10;10;0
49;startzeitraum_ht_15;11;11;0
50;0;2;2;0
50;0;3;3;0
50;0;4;4;0
50;0;5;5;0
50;0;6;6;0
50;0;7;7;0
50;0;8;8;0
50;0;9;9;0
50;0;10;10;0
50;0;11;11;0
