Bezeichnung_Parameter;Bezeichnung_Alternative;Wert_Parameter
taghat3touren;7;2.8366
taghat3touren;8;3.3104
taghat3touren;9;4.2500
taghat3touren;10;5.0444
taghat3touren;11;10.6655
dauer_akt_in_tour_0bis2std;1;0
dauer_akt_in_tour_0bis2std;2;1.9719
dauer_akt_in_tour_0bis2std;3;2.2415
dauer_akt_in_tour_0bis2std;4;2.7490
dauer_akt_in_tour_0bis2std;5;3.2673
dauer_akt_in_tour_0bis2std;6;3.8930
dauer_akt_in_tour_0bis2std;7;4.1114
dauer_akt_in_tour_0bis2std;8;4.1908
dauer_akt_in_tour_0bis2std;9;4.0183
dauer_akt_in_tour_0bis2std;10;3.9096
dauer_akt_in_tour_0bis2std;11;2.8231
dauer_akt_in_tour_2bis4std;1;0
dauer_akt_in_tour_2bis4std;2;1.3971
dauer_akt_in_tour_2bis4std;3;1.7251
dauer_akt_in_tour_2bis4std;4;2.4759
dauer_akt_in_tour_2bis4std;5;2.8056
dauer_akt_in_tour_2bis4std;6;3.1499
dauer_akt_in_tour_2bis4std;7;3.0133
dauer_akt_in_tour_2bis4std;8;3.0199
dauer_akt_in_tour_2bis4std;9;3.3467
dauer_akt_in_tour_2bis4std;10;3.6745
dauer_akt_in_tour_2bis4std;11;2.0639
dauer_akt_in_tour_4bis6std;1;0
dauer_akt_in_tour_4bis6std;2;0.7453
dauer_akt_in_tour_4bis6std;3;1.2189
dauer_akt_in_tour_4bis6std;4;1.4411
dauer_akt_in_tour_4bis6std;5;1.4047
dauer_akt_in_tour_4bis6std;6;1.5753
dauer_akt_in_tour_4bis6std;7;1.7232
dauer_akt_in_tour_4bis6std;8;1.9280
dauer_akt_in_tour_4bis6std;9;1.9796
dauer_akt_in_tour_4bis6std;10;1.7858
dauer_akt_in_tour_4bis6std;11;0.5044
touristhaupttour;1;0
touristhaupttour;2;-0.1189
touristhaupttour;3;-0.6510
touristhaupttour;4;-0.6122
touristhaupttour;5;-0.6412
touristhaupttour;6;-0.7969
touristhaupttour;7;-0.9256
touristhaupttour;8;-0.7917
touristhaupttour;9;-0.6662
touristhaupttour;10;-0.7990
touristhaupttour;11;-1.2257
endetourvorher_Std_12;1;0
endetourvorher_Std_12;2;-1.7737
endetourvorher_Std_12;3;9.1703
endetourvorher_Std_12;4;10.7429
endetourvorher_Std_12;5;10.6929
endetourvorher_Std_12;6;10.7316
endetourvorher_Std_12;7;10.8202
endetourvorher_Std_12;8;10.7986
endetourvorher_Std_12;9;10.8361
endetourvorher_Std_12;10;10.4938
endetourvorher_Std_12;11;9.6387
endetourvorher_Std_13;1;0
endetourvorher_Std_13;2;-1.7343
endetourvorher_Std_13;3;-1.9908
endetourvorher_Std_13;4;9.9631
endetourvorher_Std_13;5;10.9023
endetourvorher_Std_13;6;10.9951
endetourvorher_Std_13;7;11.1444
endetourvorher_Std_13;8;11.1691
endetourvorher_Std_13;9;11.1667
endetourvorher_Std_13;10;10.6965
endetourvorher_Std_13;11;9.5722
endetourvorher_Std_14;1;0
endetourvorher_Std_14;2;-1.4341
endetourvorher_Std_14;3;-1.6633
endetourvorher_Std_14;4;-1.0494
endetourvorher_Std_14;5;10.2811
endetourvorher_Std_14;6;11.3632
endetourvorher_Std_14;7;11.5112
endetourvorher_Std_14;8;11.6223
endetourvorher_Std_14;9;11.7308
endetourvorher_Std_14;10;11.2666
endetourvorher_Std_14;11;10.3497
endetourvorher_Std_15;1;0
endetourvorher_Std_15;2;-1.4409
endetourvorher_Std_15;3;-1.5827
endetourvorher_Std_15;4;-0.9426
endetourvorher_Std_15;5;-0.8286
endetourvorher_Std_15;6;10.9295
endetourvorher_Std_15;7;12.1905
endetourvorher_Std_15;8;12.2192
endetourvorher_Std_15;9;12.3621
endetourvorher_Std_15;10;11.9359
endetourvorher_Std_15;11;10.8413
endetourvorher_Std_16;1;0
endetourvorher_Std_16;2;-1.1016
endetourvorher_Std_16;3;-1.1641
endetourvorher_Std_16;4;-0.5643
endetourvorher_Std_16;5;-0.3816
endetourvorher_Std_16;6;-0.2361
endetourvorher_Std_16;7;12.2968
endetourvorher_Std_16;8;13.3264
endetourvorher_Std_16;9;13.4433
endetourvorher_Std_16;10;12.9489
endetourvorher_Std_16;11;11.9200
endetourvorher_Std_17;1;0
endetourvorher_Std_17;2;-1.1494
endetourvorher_Std_17;3;-1.2548
endetourvorher_Std_17;4;-0.5939
endetourvorher_Std_17;5;-0.4182
endetourvorher_Std_17;6;-0.2688
endetourvorher_Std_17;7;0.0890
endetourvorher_Std_17;8;13.2271
endetourvorher_Std_17;9;14.4060
endetourvorher_Std_17;10;13.8728
endetourvorher_Std_17;11;12.8278
endetourvorher_Std_18;1;0
endetourvorher_Std_18;2;-1.0206
endetourvorher_Std_18;3;-0.9759
endetourvorher_Std_18;4;0.0523
endetourvorher_Std_18;5;0.1184
endetourvorher_Std_18;6;0.1661
endetourvorher_Std_18;7;0.4401
endetourvorher_Std_18;8;0.6737
endetourvorher_Std_18;9;19.8644
endetourvorher_Std_18;10;20.5109
endetourvorher_Std_18;11;19.3270
