Bezeichnung_Parameter;Bezeichnung_Alternative;Wert_Parameter
dauer_akt_in_tour_4bis6std;7;0.9889
dauer_akt_in_tour_4bis6std;8;0.8080
dauer_akt_in_tour_4bis6std;9;1.0729
dauer_akt_in_tour_4bis6std;10;0.8967
dauer_akt_in_tour_4bis6std;11;-0.1471
touristhaupttour;1;0
touristhaupttour;2;-0.4082
touristhaupttour;3;-0.8400
touristhaupttour;4;-0.8455
touristhaupttour;5;-0.6312
touristhaupttour;6;-0.8244
touristhaupttour;7;-1.0865
touristhaupttour;8;-1.2689
touristhaupttour;9;-1.2357
touristhaupttour;10;-1.2858
touristhaupttour;11;-2.2110
endetourvorher_Std_12;1;0
endetourvorher_Std_12;2;-2.9561
endetourvorher_Std_12;3;10.6647
endetourvorher_Std_12;4;12.4148
endetourvorher_Std_12;5;12.4050
endetourvorher_Std_12;6;12.6007
endetourvorher_Std_12;7;12.5623
endetourvorher_Std_12;8;12.6571
endetourvorher_Std_12;9;12.8521
endetourvorher_Std_12;10;11.2191
endetourvorher_Std_12;11;9.4058
endetourvorher_Std_13;1;0
endetourvorher_Std_13;2;-2.1127
endetourvorher_Std_13;3;-2.1417
endetourvorher_Std_13;4;12.6123
endetourvorher_Std_13;5;13.5034
endetourvorher_Std_13;6;13.6191
endetourvorher_Std_13;7;13.7387
endetourvorher_Std_13;8;13.8453
endetourvorher_Std_13;9;13.8943
endetourvorher_Std_13;10;12.6282
endetourvorher_Std_13;11;10.7674
endetourvorher_Std_14;1;0
endetourvorher_Std_14;2;-2.3724
endetourvorher_Std_14;3;-2.5777
endetourvorher_Std_14;4;-2.2723
endetourvorher_Std_14;5;12.6790
endetourvorher_Std_14;6;13.6489
endetourvorher_Std_14;7;13.5998
endetourvorher_Std_14;8;13.8353
endetourvorher_Std_14;9;13.9343
endetourvorher_Std_14;10;12.6388
endetourvorher_Std_14;11;10.8567
endetourvorher_Std_15;1;0
endetourvorher_Std_15;2;-2.5738
endetourvorher_Std_15;3;-2.8037
endetourvorher_Std_15;4;-2.3687
endetourvorher_Std_15;5;-2.3829
endetourvorher_Std_15;6;13.0821
endetourvorher_Std_15;7;14.2068
endetourvorher_Std_15;8;14.3051
endetourvorher_Std_15;9;14.2529
endetourvorher_Std_15;10;13.0888
endetourvorher_Std_15;11;11.4521
endetourvorher_Std_16;1;0
endetourvorher_Std_16;2;-2.1979
endetourvorher_Std_16;3;-2.5222
endetourvorher_Std_16;4;-1.7796
endetourvorher_Std_16;5;-1.8312
endetourvorher_Std_16;6;-1.4872
endetourvorher_Std_16;7;14.3122
endetourvorher_Std_16;8;15.4834
endetourvorher_Std_16;9;15.3835
endetourvorher_Std_16;10;13.9882
endetourvorher_Std_16;11;12.4880
endetourvorher_Std_17;1;0
endetourvorher_Std_17;2;-2.0472
endetourvorher_Std_17;3;-2.2494
endetourvorher_Std_17;4;-1.6060
endetourvorher_Std_17;5;-1.5889
endetourvorher_Std_17;6;-1.2542
endetourvorher_Std_17;7;-0.7711
endetourvorher_Std_17;8;15.4169
endetourvorher_Std_17;9;16.3835
endetourvorher_Std_17;10;14.8328
endetourvorher_Std_17;11;13.2818
endetourvorher_Std_18;1;0
endetourvorher_Std_18;2;-2.3827
endetourvorher_Std_18;3;-1.6819
endetourvorher_Std_18;4;-1.7970
endetourvorher_Std_18;5;-1.7967
endetourvorher_Std_18;6;-1.4822
endetourvorher_Std_18;7;-0.9888
endetourvorher_Std_18;8;-0.3648
endetourvorher_Std_18;9;15.8772
endetourvorher_Std_18;10;15.3457
endetourvorher_Std_18;11;13.7279
